entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,mano_obra,destacada,expediente_numero,financiamiento
Plan 54 escuelas,Jardi­n de Infantes Integral N.° 11 D.E. 6,Finalizada,Escuelas,Ministerio de Educacion,Inicial,"$ 22.479.783,00",3,balvanera,REPUBLICA BOLIVARIANA DE VENEZUELA 3269,1/3/2017,15/5/2018,14,100,Urban Baires S.A.,2017,Licitacion Publica,Desconocido,30711290075,28,NO,0,Desconocido
Plan 54 escuelas,ENS N.° 3 Bernardino Rivadavia,Finalizada,Escuelas,Ministerio de Educacion,Inicial,"$ 13.637.154,00",1,san telmo,PERU 1236,1/4/2016,13/2/2019,34,100,Warlet S.A.,2016,Licitacion Publica,Desconocido,30700435853,24,NO,0,Desconocido
Plan 54 escuelas,Escuela Primaria N.Â° 6 D.E. 20 Â«Prof. Felipe BoeroÂ»,Finalizada,Escuelas,Ministerio de Educacion,Primaria,"$ 55.579.351,00",9,mataderos,"PERON, EVA AV. 7449",1/7/2021,26/2/2022,8,100,SEYMA OBRAS RIVA S.A.I.I.C.F.A. - Mantelectric I.C.I.S.A. UT,2022,Licitacion Publica,Desconocido,30566480618,2,NO,0,Desconocido
Plan 54 escuelas,Polo Educativo Lugano - Jardi­n de Infantes Comun N.° 15 D.E. 21,Finalizada,Escuelas,Ministerio de Educacion,Inicial,"$ 89.538.867,00",8,villa lugano,"FONROUGE Y BARROS PAZOS, JOSE",15/11/2016,30/7/2018,20,100,Teximco S.A.,2016,Licitacion Publica,Desconocido,30640087257,50,NO,0,Desconocido
Plan 54 escuelas,Jardi­n Infantil Integral N.° 16 D.E. 21,Finalizada,Escuelas,Ministerio de Educacion,Inicial,"$ 16.092.880,00",8,villa lugano,"BERMEJO, ANTONIO DR. 6675",28/3/2018,15/6/2019,14,100,Merlino,2018,Licitacion Publica,Desconocido,Desconocido,0,NO,0,Desconocido
Plan 54 escuelas,Jardi­n de Infantes Integral N.° 13 D.E. 4,Finalizada,Escuelas,Ministerio de Educacion,Inicial,"$ 59.200.269,00",1,puerto madero,"CALABRIA AV. Y VERA PEÑALOZA, ROSARIO, DIQUE 1",15/3/2018,1/2/2019,11,100,CORPORACIiN ANTIGUO PUERTO MADERO S.A.,2018,Licitacion Publica,Desconocido,30640022392,0,NO,0,Desconocido
Plan 54 escuelas,Jardi­n de Infantes Integral N.° 17 D.E. 21,Finalizada,Escuelas,Ministerio de Educacion,Inicial,"$ 50.643.308,00",8,villa soldati,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4300",2/10/2018,10/6/2019,10,100,Niro Construcciones S.A.,2018,Licitacion Publica,Desconocido,33588171979,0,NO,0,Desconocido
Plan 54 escuelas,Jardin de Infantes Integral N° 16 D.E 5,Finalizada,Escuelas,Ministerio de Educacion,Inicial,"$ 30.899.700,00",4,barracas,LUNA 690,21/5/2018,15/7/2019,14,100,RIVA,2018,Licitacion Publica,Desconocido,Desconocido,0,NO,0,Desconocido
Plan 54 escuelas,Jardi­n de Infantes Integral NÂ° 18 D.E. 21,Finalizada,Escuelas,Ministerio de Educacion,Inicial,"$ 22.153.127,00",8,villa lugano,CASTAÑARES AV. 6500,2/10/2018,30/7/2020,15,100,Iprar,2018,Licitacion Publica,Desconocido,33588171979,0,NO,0,Desconocido
Plan 54 escuelas,Escuela Primaria Comun N.° 5 D.E. 5,Finalizada,Escuelas,Ministerio de Educacion,Primaria,"$ 89.500.372,00",4,nueva pompeya,SANTO DOMINGO 4050,1/8/2018,31/1/2020,17,100,AGE Construcciones SRL,2018,Licitacion Publica,Desconocido,Desconocido,0,NO,0,Desconocido
Plan 54 escuelas,"Escuela Infantil N.° 6 D.E. 6 ""Hospital Ramos Meji­a""",Finalizada,Escuelas,Ministerio de Educacion,Inicial,"$ 78.465.143,00",3,balvanera,CATAMARCA 342,28/8/2018,28/2/2020,18,100,Mediterraneo,2018,Licitacion Publica,Desconocido,Desconocido,0,NO,0,Desconocido
Plan 54 escuelas,Jardi­n de Infantes Integral N.° 15 D.E. 5,Finalizada,Escuelas,Ministerio de Educacion,Inicial,"$ 44.355.506,00",4,nueva pompeya,FERREYRA 3705,31/1/2018,31/3/2019,14,100,Cooperativa de Trabajo Greti Ltda,2018,Licitacion Publica,Desconocido,30710961634,0,NO,0,Desconocido
Plan 54 escuelas,Jardin de Infantes Integral Nº 05 D.E. 03,Finalizada,Escuelas,Ministerio de Educacion,Inicial,"$ 29.901.593,00",3,san cristobal,PICHINCHA 1152,15/4/2021,14/2/2022,8,100,Greti,2021,Licitacion Publica,Desconocido,30678613033,0,NO,0,Desconocido
Plan 54 escuelas,Escuela Infantil N.° 19 D.E. 5,Finalizada,Escuelas,Ministerio de Educacion,Inicial,"$ 36.650.059,00",4,parque patricios,LAGOS 2929,3/11/2018,28/2/2020,15,100,Cooperativa de Trabajo Greti Ltda,2018,Licitacion Publica,Desconocido,Desconocido,0,NO,0,Desconocido
Plan 54 escuelas,"Polo Piedrabuena - Escuela de Educacion Media N.° 1 D.E. 20 ""Biblioteca del Congreso de la Nacion""",Finalizada,Escuelas,Ministerio de Educacion,Media,"$ 11.937.896,00",8,villa lugano,ZUVIRIA 6550,0,30/10/2016,0,100,KION SOCIEDAD ANONIMA INDUSTRIAL Y COMERCIAL,1900,Licitacion Publica,Desconocido,33522512279,0,NO,0,Desconocido
Plan 54 escuelas,Escuela Superior de Educacion Arti­stica en Teatro,Finalizada,Escuelas,Ministerio de Educacion,Media,"$ 12.499.378,00",9,mataderos,OLIDEN 1245,1/11/2016,27/9/2017,10,100,Dilthey S.A.,2016,Licitacion Publica,Desconocido,30711331847,0,NO,0,Desconocido
Plan 54 escuelas,Esc. Primaria Comun N° 18 Jorge Newbery,Finalizada,Escuelas,Ministerio de Educacion,Primaria,"$ 91.288.256,00",8,villa lugano,"AV. ROCA, PTA. 9",9/1/2017,30/9/2018,20,100,Ignacam S.A.,2017,Licitacion Publica,Desconocido,30710898266,120,NO,0,Desconocido
Obra nueva - Plan 54 escuelas,Escuela de danzas N° 02 Jorge Donn,Finalizada,Escuelas,Ministerio de Educacion,Obra nueva de reemplazo,"$ 627.986.499,85",10,velez sarsfield,MURATURE 5095,25/11/2021,29/4/2024,29,"100,00%",Mediterraneo,2021,Licitacion Publica,558-0117-LPU21,30-56648061-8,0,NO,2021-15925129,Fuente 11
Plan 54 escuelas,Inst. de Enseñanza Superior en Lenguas Vivas Juan B. Justo,Finalizada,Escuelas,Ministerio de Educacion,Media,0,11,villa del parque,ALVAREZ JONTE AV. 3867,6/9/2018,30/4/2020,19,100,Vidogar Construcciones S.A,2018,Licitacion Publica,Desconocido,Desconocido,0,NO,0,Desconocido
Plan 54 escuelas,Jardi­n de Infantes Integral N.° 5 D.E. 17,Finalizada,Escuelas,Ministerio de Educacion,Inicial,"$ 73.276.173,17",10,villa real,"LISTA, RAMON, CORONEL 5448",8/7/2018,15/7/2019,13,100,Las Cortes S.R.L.,2018,Licitacion Publica,Desconocido,Desconocido,0,NO,0,Desconocido
Plan 54 escuelas,Barrio 31: Polo Educativo Mugica: Escuela Primaria Comun N° 25 Bandera Argentina,Finalizada,Escuelas,Ministerio de Educacion,Primaria,"$ 264.499.060,00",1,retiro,LETONIA Y ANTARTIDA ARGENTINA AV.,27/12/2017,12/6/2019,17,100,Cunumi S.A,2017,Licitacion Publica,973-SIGAF-SSCRYAC-2017,30615748036,0,SI,10110942--MGEYA-2017,Desconocido
Plan 54 escuelas,Barrio 31: Polo Educativo Mugica - Escuela De Educacion Media N° 01,Finalizada,Escuelas,Ministerio de Educacion,Media,"$ 125.560.683,73",1,retiro,LETONIA Y ANTARTIDA ARGENTINA AV.,29/12/2017,6/3/2019,16,100,Cunumi S.A,2017,Licitacion Publica,1438--SSCRYAC-2017,Desconocido,0,NO,21226885--MGEYA-2017,Desconocido
Plan 54 escuelas,Polo educativo Mataderos - Escuela de Educacion Primaria N.Â° 23 D.E. 20,Finalizada,Escuelas,Ministerio de Educacion,Primaria,"$ 62.818.081,00",9,mataderos,MURGUIONDO 2251,30/3/2018,30/4/2020,25,100,Ignacam S.A.,2018,Licitacion Publica,1347--SSCRYAC-2017,30710898266,0,SI,17852717--MGEYA-2017,Desconocido
Plan 54 escuelas,Polo educativo Mataderos - Escuela Tecnica N.° 20 D.E. 20,Finalizada,Escuelas,Ministerio de Educacion,Media,"$ 169.618.970,00",9,mataderos,MURGUIONDO 2251,24/8/2017,28/2/2019,18,100,Cunumi S.A,2017,Licitacion Privada,Desconocido,30615748036,55,NO,0,Desconocido
Polideportivo,Polo Educativo Mataderos: Polideportivo,Finalizada,Escuelas,Ministerio de Educacion,Polideportivo,"$ 4.298.780,00",9,mataderos,MURGUIONDO 2151,30/12/2017,30/6/2018,6,100,CIA CENTRAL DE CONTRUCCIONES SRL,2017,Licitacion Privada,54-SIGAF-SSCRYAC-2017,30708008393,0,NO,25053023--MGEYA-2017,Desconocido
Plan 54 escuelas,Polo Educativo Piedrabuena. Escuela primaria. EPC 24 DE 20,Finalizada,Escuelas,Ministerio de Educacion,Primaria,"$ 103.612.353,00",8,villa lugano,PIEDRA BUENA AV. Y ZUVIRIA,3/11/2018,16/3/2020,15,100,Dycson,2018,Licitacion Publica,Desconocido,Desconocido,0,NO,0,Desconocido
Plan 54 escuelas,Esc. Primaria 21 DE 5,Finalizada,Escuelas,Ministerio de Educacion,Primaria,"$ 348.604.730,00",4,nueva pompeya,ANDRES FERREYRA 3749,27/3/2018,28/2/2022,12,100,Ingecons,2018,Licitacion Publica,Desconocido,Desconocido,0,NO,0,Desconocido
Plan 54 escuelas,Escuela Primaria Comun N.° 12 D.E. 21,Finalizada,Escuelas,Ministerio de Educacion,Primaria,"$ 102.826.261,00",8,villa soldati,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4300",7/8/2018,28/2/2020,18,100,Vidogar Construcciones S.A,2018,Licitacion Publica,Desconocido,Desconocido,0,NO,0,Desconocido
Obras en escuelas de Comuna 11,Esc. Primaria Comun N° 09 Benito Juarez: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,Obra de reparaciones generales,"$ 2.736.733,00",11,villa devoto,"JUAREZ, BENITO 2702",3/10/2016,8/10/2017,12,100,Spinelli & Asociados S.R.L.,2016,Desconocida,Desconocido,30709411876,15,NO,0,Desconocido
Obras en escuelas de Comuna 11,Escuela de educacion especial y formacion laboral N° 28 Prof. Bartolome Ayrolo: Obra de infraestructura,Finalizada,Escuelas,Ministerio de Educacion,Obra de refacciones varias,"$ 26.452.092,00",11,villa devoto,LINCOLN AV. 4325,6/2/2013,3/9/2017,55,100,Teximco S.A.,2013,Desconocida,Desconocido,30640087257,0,NO,0,Desconocido
Obras en escuelas de Comuna 11,Escuela Primaria Comun N° 21 Rompehielos Gral. San Martin: Obra de infraestructura,Finalizada,Escuelas,Ministerio de Educacion,Construccion de un comedor y cocina.,"$ 10.054.869,00",11,villa del parque,SANTO TOME 2836,17/8/2017,10/2/2018,6,100,COYPRO SOCIEDAD ANONIMA,2017,Desconocida,Desconocido,30615108290,7,NO,0,Desconocido
Obras en escuelas de Comuna 4,Escuela Primaria Comun N° 10 Juan Andres de la Peña: Mejora Edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obras para mejoramiento edilicio.,"$ 2.226.402,00",4,nueva pompeya,"ARBELETCHE, ANIBAL P. 1052",20/2/2017,31/7/2017,5,100,CO SE BA CONSTRUCCIONES Y SERVICIOS BUENOS AIRES S A,2017,Desconocida,Desconocido,30678613033,0,NO,0,Desconocido
Obras en escuelas de Comuna 8,Escuela De Educacion Media N° 05/21° Juan Manuel Fangio / Escuela Primaria Comun N° 16 Dr. Sofanor Novillo Corvalan: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obras para mejoramiento edilicio.,"$ 2.003.221,00",8,villa riachuelo,BERON DE ASTRADA 6351,20/3/2017,31/7/2018,16,100,CO SE BA CONSTRUCCIONES Y SERVICIOS BUENOS AIRES S A,2017,Desconocida,Desconocido,30678613033,0,NO,0,Desconocido
Obras en escuelas de Comuna 9,Escuela Primaria Comun N° 08 Dr. Dalmacio Velez Sarsfield: Mejora Edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obras para mejoramiento edilicio.,"$ 3.318.737,00",9,liniers,FONROUGE 370,20/2/2017,9/9/2017,7,100,CO SE BA CONSTRUCCIONES Y SERVICIOS BUENOS AIRES S A,2017,Desconocida,Desconocido,30678613033,0,NO,0,Desconocido
Obras en escuelas de Comuna 4,Escuela Primaria Comun N° 13 Presbi­tero Alberti: Mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obras para mejoramiento edilicio.,"$ 4.997.258,00",4,nueva pompeya,ITAQUI 2050,20/2/2017,9/9/2017,7,100,CO SE BA CONSTRUCCIONES Y SERVICIOS BUENOS AIRES S A,2017,Desconocida,Desconocido,30678613033,10,NO,0,Desconocido
Obras en escuelas de Comuna 5,Esc. Tecnica N° 30 Dr. Norberto Piñero: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Obra de rehabilitacion y ampliacion.,"$ 8.007.198,00",5,almagro,"SALGUERO, JERONIMO 920",1/6/2016,7/12/2017,18,100,KION SOCIEDAD ANONIMA INDUSTRIAL Y COMERCIAL,2016,Desconocida,Desconocido,33522512279,40,NO,0,Desconocido
Obras en escuelas de Comuna 11,Inst. de Enseñanza Superior en Lenguas Vivas Juan B. Justo (Sede) Primario: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,"El Ministerio de Educacion, en una primera etapa, desarrollo una ampliacion en el edificio Existente del Inst. de Enseñanza Superior en Lenguas Vivas Juan B. Justo.","$ 6.380.743,00",11,villa del parque,LASCANO 3840,25/9/2015,31/12/2017,27,100,Garbin S.A.,2015,Desconocida,Desconocido,30521147373,24,NO,0,Desconocido
Obras en escuelas de Comuna 8,Escuela De Bellas Artes Lola Mora: Obra de infraestructura,Finalizada,Escuelas,Ministerio de Educacion,Obra de impermeabilizacion de cubiertas,"$ 11.919.911,00",8,villa lugano,SOLDADO DE LA FRONTERA AV. 5155,29/5/2017,31/8/2017,3,100,Ibasa S.A.,2017,Desconocida,Desconocido,30696429886,10,NO,0,Desconocido
Obras en escuelas de Comuna 8,Esc. Primaria Comun N° 08 Luis Federico Leloir: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,"Obra de adecuacion a normativa, instalacion electrica, ejecucion de cubierta e impermeabilizacion.","$ 7.244.094,00",8,villa soldati,"RABANAL, FRANCISCO, INTENDENTE AV. 2275",2/1/2017,31/1/2018,12,100,Bonaldi S.R.L.,2017,Desconocida,Desconocido,30707443614,10,NO,0,Desconocido
Obras en escuelas de Comuna 14,Escuela Primaria Comun N° 04 Provincia De Cordoba: Mejora Edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obra de instalacion electrica y acondicionamiento pluvial.,"$ 2.577.752,00",14,palermo,"SCALABRINI ORTIZ, RAUL AV. 1336",18/5/2017,4/12/2017,7,100,Ibasa S.A.,2017,Desconocida,Desconocido,30696429886,5,NO,0,Desconocido
Obras en escuelas de Comuna 10,Esc. Primaria Comun N° 23 Saturnino Segurola: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,Obra de reparacion varias,"$ 1.949.681,00",10,floresta,"FLORES, VENANCIO, GRAL. 3869",29/9/2017,28/3/2018,6,100,Enci S.A.,2017,Desconocida,Desconocido,30709309354,2,NO,0,Desconocido
Obras en escuelas de Comuna 8,Escuela De Recuperacion N° 07: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Trabajos de pintura.,"$ 126.511,00",8,villa soldati,LAFUENTE 2670,16/8/2017,30/10/2017,2,100,S.E.S. S.A. - MIG S.A. - UTE,2017,Desconocida,Desconocido,30712264256,6,NO,0,Desconocido
Obras en escuelas de Comuna 1,Esc. Tecnica N° 12 Libertador Gral. Jose De San Martin: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,"Obra de instalacion electrica, sanitaria, contra incendio, accesibilidad, baño de discapacitados e impermeabilizacion.","$ 14.505.000,00",1,retiro,DEL LIBERTADOR AV. 238,23/12/2016,1/4/2018,16,100,Hexacom S.A.,2016,Desconocida,Desconocido,30643202812,2,NO,0,Desconocido
Obras en escuelas de Comuna 8,Escuela Integral Interdisciplinaria Nº 20 Alicia Moreau De Justo: Obra de infraestructura,Finalizada,Escuelas,Ministerio de Educacion,Obra de adecuacion a normativa y reacondicionamiento.,"$ 3.183.752,00",8,villa lugano,GOLETA SANTA CRUZ 6999,7/11/2016,2/9/2017,10,100,Vidogar Construcciones S.A,2016,Desconocida,Desconocido,30553433564,0,NO,0,Desconocido
Obras en escuelas de Comuna 4,Esc. Normal Superior N° 05 Gral. Don Marti­n Miguel De Gi¼emes: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Obra de refuncionalizacion.,"$ 6.603.217,00",4,barracas,SUAREZ AV. 2123,30/1/2017,24/8/2017,7,100,CIA CENTRAL DE CONTRUCCIONES SRL,2017,Desconocida,Desconocido,30708008393,15,NO,0,Desconocido
Obras en escuelas de Comuna 7,Liceo N° 05 Pascual Guaglianone / Escuela Tecnica N° 18 Jose Antonio ilvarez Condarco: Obra de infraestructura,Finalizada,Escuelas,Ministerio de Educacion,Obras en sanitarios - instalaciones y accesorios.,"$ 1.753.837,00",7,flores,CARABOBO AV. 286,19/6/2017,8/10/2017,4,100,Enci S.A.,2017,Desconocida,Desconocido,30709309354,0,NO,0,Desconocido
Obras en escuelas de Comuna 7,Liceo N° 05 Pascual Guaglianone / Esc. Tecnica N° 18 Jose Antonio ilvarez Condarco: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,"Obras de terminacion cantina, aulas, instalaciones y carpinteri­a","$ 17.492.905,00",7,flores,CARABOBO AV. 286,19/6/2017,17/9/2017,3,100,Enci S.A.,2017,Desconocida,Desconocido,30709309354,0,NO,0,Desconocido
Obras en escuelas de Comuna 8,Esc. Primaria Comun N° 22 Rufino Luro Cambaceres: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Obra de adecuacion a normativa y reacondicionamiento.,"$ 6.495.745,00",8,villa lugano,MONTIEL 3826,7/11/2016,14/2/2018,15,100,Ibasa S.A.,2016,Desconocida,Desconocido,30696429886,8,NO,0,Desconocido
Polo Educativo Mugica, Polo Educativo Mugica: Esc. De Educacion Media N° 01.Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Obra de instalacion electrica y sanitaria para escuela secundaria provisoria en aulas modulares.,"$ 1.641.553,00",1,retiro,LETONIA Y ANTARTIDA ARGENTINA AV.,17/7/2017,30/4/2019,21,100,Fortis S.R.L.,2017,Desconocida,Desconocido,30714765430,20,NO,0,Desconocido
Obras en escuelas de Comuna 11,Esc. Primaria Comun N° 08 Alte. Manuel Blanco Encalada / Jardi­n De Infantes Nucleado e Juana Manso: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,"Obra de reforma, ampliacion y refuncionalizacion.","$ 4.246.602,00",11,villa del parque,"LAMARCA, EMILIO 3379",9/1/2017,31/12/2017,11,100,Betonhaus S.A.,2017,Desconocida,Desconocido,30708568240,0,NO,0,Desconocido
Obras en escuelas de Comuna 13,Esc. Primaria Comun N° 01 Casto Munita: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Obra de impermeabilizacion y reparaciones varias en aulas y laboratorio,"$ 7.030.271,00",13,belgrano,CUBA 2039,8/2/2017,6/9/2017,7,100,COYPRO SOCIEDAD ANONIMA,2017,Desconocida,Desconocido,30615108290,0,NO,0,Desconocido
Obras en escuelas de Comuna 14,Instituto de Formacion Tecnica Superior N° 14 / Ciclo Basico de Formacion Ocupacional N° 04 - Ampliacion.,Finalizada,Escuelas,Ministerio de Educacion,Obra de ampliacion edilicia para 5 aulas nuevas.,"$ 16.253.300,00",14,palermo,JUNCAL 3251,12/6/2017,30/6/2017,0,100,Sehos S.A.,2017,Desconocida,Desconocido,30649820704,12,NO,0,Desconocido
Obras en escuelas de Comuna 4,Escuela Tecnica N° 07 Dolores Lavalle De Lavalle: Obra de infraestructura.,Finalizada,Escuelas,Ministerio de Educacion,Obra de provision e instalacion de tres aulas prefabricadas de 30 M2 cada una,"$ 1.338.602,00",4,parque patricios,ZAVALETA 204,19/7/2017,10/9/2017,2,100,Las Cortes S.R.L.,2017,Desconocida,Desconocido,30700041197,0,NO,0,Desconocido
Obras en escuelas de Comuna 7,Escuela Primaria Comun N° 07 Niñas De Ayohuma / Jardi­n De Infantes Comun N° 06: Obra de infraestructura,Finalizada,Escuelas,Ministerio de Educacion,Obra de refuerzo de rejas existentes,"$ 525.150,00",7,parque chacabuco,ASAMBLEA AV. 1221,3/7/2017,4/5/2017,0,100,Spinelli & Asociados S.R.L.,2017,Desconocida,Desconocido,30709411876,0,NO,0,Desconocido
